Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue
0,78.0,1,16,0.0,15.0,1,1,1,1,2,0,0,1,0,1,1,0,1,1,1,0,102.1500015258789,4735.35009765625,0.0,0.0,1535.4000244140625,6270.75
0,49.0,0,12,10.0,27.0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,20.399999618530273,84.75,0.0,0.0,128.60000610351562,213.35000610351562
1,57.0,0,17,11.0,11.0,4,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,19.600000381469727,125.0,0.0,0.0,107.44000244140625,232.44000244140625
0,27.0,1,15,13.0,12.0,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,0,107.75,6521.89990234375,0.0,0.0,2586.39990234375,9108.2998046875
0,59.0,1,15,13.0,16.0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,23.950000762939453,1713.0999755859375,0.0,0.0,1534.56005859375,3247.659912109375
1,51.0,1,16,3.0,29.0,2,1,0,1,2,1,1,1,0,0,0,0,0,0,1,1,84.30000305175781,2438.60009765625,0.0,130.0,741.9000244140625,3310.5
0,25.0,0,6,10.0,16.0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,30.200000762939453,30.200000762939453,0.0,0.0,0.0,30.200000762939453
0,38.0,1,2,12.0,28.0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,19.850000381469727,252.0,0.0,0.0,522.5999755859375,774.5999755859375
0,29.0,0,0,11.0,25.0,1,0,0,1,1,1,0,1,1,1,1,1,1,2,1,0,60.75,2893.39990234375,0.0,0.0,0.0,2893.39990234375
0,28.0,0,0,14.0,36.0,1,1,1,1,2,0,0,0,1,0,0,0,1,0,1,0,79.6500015258789,251.75,0.0,0.0,129.80999755859375,381.55999755859375
0,28.0,1,0,15.0,24.0,0,1,0,1,2,1,1,1,1,0,1,1,1,2,0,1,101.0,7085.5,0.0,0.0,2873.5,9959.0
0,46.0,1,6,1.0,35.0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,59.599998474121094,2970.300048828125,0.0,0.0,259.2099914550781,3229.510009765625
1,46.0,0,5,4.0,4.0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,1,66.5999984741211,979.5,0.0,0.0,309.9599914550781,1289.4599609375
1,36.0,1,6,5.0,32.0,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,72.80000305175781,3249.39990234375,0.0,0.0,1890.5999755859375,5140.0
0,50.0,1,12,0.0,19.0,1,1,0,1,2,1,1,1,0,0,0,0,1,0,1,1,86.0999984741211,3551.64990234375,0.0,0.0,328.0899963378906,3879.739990234375
0,62.0,0,19,9.0,2.0,1,1,0,1,1,1,0,1,1,1,0,0,1,2,0,0,69.8499984741211,4003.0,0.0,0.0,640.1099853515625,4643.10986328125
0,37.0,0,17,7.0,31.0,3,1,0,1,2,0,0,1,1,1,1,1,1,1,0,0,98.5999984741211,1704.949951171875,0.0,0.0,91.80000305175781,1796.75
0,47.0,0,10,15.0,9.0,4,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,53.650001525878906,404.3500061035156,0.0,0.0,282.94000244140625,687.2899780273438
0,63.0,0,1,10.0,32.0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,20.200000762939453,1027.25,0.0,0.0,894.719970703125,1921.969970703125
0,66.0,1,11,5.0,22.0,4,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,75.5999984741211,535.5499877929688,0.0,10.0,89.5999984741211,635.1500244140625
1,67.0,0,19,5.0,20.0,3,1,1,1,2,0,0,0,0,0,0,0,1,2,1,0,74.44999694824219,1261.3499755859375,0.0,0.0,352.32000732421875,1613.6700439453125
1,60.0,0,17,9.0,27.0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,54.599998474121094,1125.199951171875,0.0,0.0,360.989990234375,1486.18994140625
1,30.0,1,18,13.0,12.0,4,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,45.150001525878906,45.150001525878906,0.0,0.0,30.920000076293945,76.06999969482422
0,53.0,0,21,0.0,6.0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,19.799999237060547,1013.2000122070312,0.0,0.0,93.5,1106.699951171875
1,35.0,1,7,11.0,6.0,1,1,1,1,2,0,1,0,1,1,1,1,1,1,1,1,105.6500015258789,6903.10009765625,0.0,0.0,1550.719970703125,8453.8203125
0,61.0,0,6,5.0,16.0,1,1,1,1,2,0,1,1,0,1,1,1,1,1,1,0,103.1500015258789,6792.4501953125,0.0,0.0,1082.25,7874.7001953125
0,20.0,1,6,13.0,1.0,1,1,0,1,2,0,0,1,0,0,0,0,1,0,1,1,74.80000305175781,3548.300048828125,0.0,0.0,1952.239990234375,5500.5400390625
0,58.0,1,17,10.0,20.0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,24.75,1836.9000244140625,0.0,0.0,2281.22998046875,4118.1298828125
0,57.0,1,12,0.0,14.0,1,1,0,1,1,0,1,1,1,1,1,1,1,2,1,1,81.80000305175781,4534.4501953125,0.0,0.0,2764.159912109375,7298.60986328125
1,44.0,1,12,12.0,6.0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,20.049999237060547,1360.25,0.0,0.0,3399.89990234375,4760.14990234375
1,61.0,1,17,7.0,1.0,4,1,1,1,2,0,0,0,0,1,1,1,1,0,1,0,93.30000305175781,93.30000305175781,0.0,0.0,7.989999771118164,101.29000091552734
0,33.0,0,8,12.0,7.0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,45.25,85.5,0.0,10.0,0.0,95.5
0,76.0,1,11,2.0,1.0,1,1,0,1,2,1,0,1,0,0,0,0,1,1,0,1,80.30000305175781,5017.7001953125,0.0,0.0,951.6799926757812,5969.3798828125
1,44.0,0,1,5.0,1.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,45.400001525878906,518.9000244140625,0.0,0.0,133.44000244140625,652.3400268554688
0,58.0,1,10,15.0,12.0,1,1,0,1,2,0,0,0,0,1,1,1,1,0,1,0,91.0999984741211,455.29998779296875,0.0,0.0,70.86000061035156,526.1599731445312
0,34.0,1,12,12.0,16.0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,19.25,86.05000305175781,0.0,0.0,105.05000305175781,191.10000610351562
0,31.0,1,13,14.0,19.0,0,1,1,1,2,1,0,0,1,1,1,1,1,2,0,1,106.69999694824219,7009.5,0.0,0.0,2703.449951171875,9712.9501953125
0,57.0,1,14,0.0,18.0,3,1,1,1,2,0,0,1,0,1,0,0,1,0,1,0,89.19999694824219,990.2999877929688,0.0,0.0,120.44999694824219,1110.75
1,36.0,1,18,7.0,29.0,1,0,0,1,1,0,0,0,1,1,0,0,1,2,1,0,40.54999923706055,1325.8499755859375,0.0,0.0,0.0,1325.8499755859375
1,50.0,0,5,13.0,3.0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,2,49.54999923706055,878.3499755859375,0.0,0.0,342.8999938964844,1221.25
1,38.0,1,15,10.0,21.0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,1,24.799999237060547,1229.0999755859375,0.0,0.0,2097.159912109375,3326.260009765625
1,68.0,0,11,0.0,17.0,1,1,1,1,2,0,0,0,0,1,1,0,1,1,1,1,95.8499984741211,5016.25,18.850000381469727,0.0,1594.77001953125,6592.169921875
0,79.0,1,11,10.0,8.0,0,1,0,1,2,1,1,1,1,1,0,0,1,2,1,0,99.4000015258789,7168.25,0.0,0.0,870.4600219726562,8038.7099609375
0,35.0,1,11,13.0,18.0,1,1,0,1,2,0,0,1,0,0,0,0,1,2,0,0,76.05000305175781,5436.4501953125,0.0,0.0,667.4000244140625,6103.85009765625
1,59.0,1,15,7.0,6.0,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,23.450000762939453,23.450000762939453,0.0,0.0,0.0,23.450000762939453
0,58.0,1,9,12.0,33.0,1,1,0,1,2,0,0,0,0,1,0,0,1,0,1,0,78.69999694824219,1495.0999755859375,26.84000015258789,0.0,561.4500122070312,2029.7099609375
1,67.0,0,5,12.0,29.0,1,1,0,1,2,0,0,1,0,0,0,0,1,0,1,0,76.6500015258789,1313.550048828125,0.0,0.0,520.3699951171875,1833.9200439453125
1,77.0,1,9,0.0,6.0,0,1,1,1,1,1,1,0,1,0,0,0,1,2,1,0,64.55000305175781,4250.10009765625,0.0,0.0,1934.9599609375,6185.06005859375
1,23.0,1,9,9.0,10.0,1,1,0,1,1,1,0,1,1,0,1,1,1,2,0,0,69.94999694824219,3871.85009765625,0.0,0.0,1521.1800537109375,5393.02978515625
1,37.0,0,5,0.0,3.0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,60.599998474121094,2985.25,0.0,100.0,2146.56005859375,5231.81005859375
0,75.0,0,10,10.0,2.0,4,1,1,1,2,0,0,0,0,1,1,0,1,0,1,0,94.5999984741211,279.54998779296875,0.0,0.0,96.93000030517578,376.4800109863281
0,37.0,0,19,9.0,23.0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,82.0,1425.449951171875,0.0,0.0,225.0,1650.449951171875
0,78.0,0,20,11.0,2.0,4,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0,75.30000305175781,75.30000305175781,0.0,20.0,35.09000015258789,130.38999938964844
1,84.0,1,17,14.0,32.0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,1,0,20.049999237060547,1198.050048828125,0.0,0.0,319.3599853515625,1517.4100341796875
1,46.0,0,12,1.0,34.0,1,1,1,1,2,1,0,1,0,0,0,0,0,1,0,0,84.44999694824219,5848.60009765625,0.0,40.0,2685.47998046875,8574.080078125
1,37.0,0,11,11.0,23.0,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,20.200000762939453,558.7999877929688,0.0,0.0,998.760009765625,1557.56005859375
0,35.0,1,19,3.0,28.0,1,1,0,1,2,1,0,0,0,0,0,0,1,0,1,0,73.5,791.75,0.0,0.0,427.67999267578125,1219.4300537109375
0,61.0,0,12,12.0,2.0,1,1,1,1,2,0,0,1,0,1,1,1,1,0,1,0,99.05000305175781,2952.85009765625,0.0,0.0,647.5700073242188,3600.419921875
0,52.0,1,19,14.0,13.0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,19.0,233.5500030517578,0.0,0.0,233.75999450683594,467.30999755859375
0,27.0,0,9,11.0,7.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,2,75.0999984741211,5064.4501953125,0.0,0.0,315.57000732421875,5380.02001953125
0,76.0,0,12,3.0,32.0,2,1,1,1,2,0,0,0,0,0,0,0,1,0,1,0,76.5,2868.14990234375,0.0,0.0,234.2100067138672,3102.360107421875
1,52.0,1,1,0.0,29.0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,1,1,19.899999618530273,1355.0999755859375,42.18000030517578,0.0,1577.6199951171875,2890.5400390625
1,61.0,0,17,9.0,11.0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,56.0,764.5499877929688,0.0,0.0,351.5199890136719,1116.0699462890625
1,49.0,0,11,11.0,9.0,1,1,0,1,1,0,1,1,1,1,1,1,1,2,0,1,78.9000015258789,3771.5,0.0,0.0,172.32000732421875,3943.820068359375
1,41.0,1,2,9.0,17.0,1,1,0,1,2,0,0,0,1,1,1,1,1,0,1,0,96.19999694824219,3183.39990234375,0.0,0.0,806.719970703125,3990.1201171875
1,56.0,0,18,8.0,25.0,1,1,1,1,2,0,1,0,0,0,1,1,0,0,1,0,90.6500015258789,5931.0,0.0,110.0,1289.5999755859375,7330.60009765625
0,21.0,1,21,4.0,8.0,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,92.9000015258789,3379.25,0.0,0.0,1459.43994140625,4838.68994140625
0,22.0,1,4,9.0,4.0,2,1,1,1,2,0,0,0,0,1,1,1,1,0,0,1,95.0,2462.550048828125,0.0,0.0,497.3399963378906,2959.889892578125
0,27.0,0,17,7.0,22.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,25.149999618530273,476.79998779296875,0.0,0.0,0.0,476.79998779296875
0,68.0,1,17,9.0,10.0,1,1,1,1,2,1,1,1,1,0,0,0,1,1,1,0,92.0,6585.2001953125,0.0,0.0,2598.60009765625,9183.7998046875
0,56.0,0,19,7.0,35.0,1,1,1,1,2,0,1,1,0,1,0,0,1,0,1,0,94.0,773.6500244140625,0.0,0.0,191.1199951171875,964.77001953125
0,37.0,0,8,6.0,31.0,1,1,1,1,2,0,1,1,0,1,1,1,1,1,1,0,105.25,5576.2998046875,0.0,0.0,200.33999633789062,5776.64013671875
1,23.0,0,12,2.0,4.0,1,1,1,1,2,1,0,0,0,0,1,1,1,0,1,0,90.6500015258789,2989.60009765625,0.0,0.0,553.0800170898438,3542.679931640625
0,18.0,1,17,5.0,9.0,3,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,68.3499984741211,1299.800048828125,0.0,0.0,876.239990234375,2176.0400390625
0,26.0,0,17,14.0,25.0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,1,1,24.600000381469727,973.9500122070312,0.0,0.0,1098.800048828125,2072.75
0,29.0,0,4,13.0,12.0,2,1,1,1,2,0,0,1,0,1,1,1,1,0,1,0,99.25,3777.14990234375,0.0,0.0,1188.260009765625,4965.41015625
1,44.0,0,6,8.0,19.0,3,1,1,1,2,0,0,1,0,1,1,1,1,0,1,0,99.5,1056.949951171875,0.0,0.0,341.8800048828125,1398.8299560546875
1,71.0,1,15,5.0,25.0,1,1,0,1,2,0,0,1,0,1,0,0,0,0,1,1,84.8499984741211,415.54998779296875,0.0,20.0,136.75,572.2999877929688
0,18.0,0,5,6.0,12.0,1,0,0,1,1,0,1,1,1,1,1,1,1,2,0,1,60.79999923706055,3603.449951171875,0.0,0.0,0.0,3603.449951171875
1,44.0,1,12,13.0,19.0,4,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,42.900001525878906,42.900001525878906,0.0,0.0,4.019999980926514,46.91999816894531
0,36.0,1,11,6.0,11.0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,19.350000381469727,275.8999938964844,33.2400016784668,0.0,205.1199951171875,447.7799987792969
0,63.0,1,7,12.0,18.0,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,20.399999618530273,743.5,0.0,0.0,264.8599853515625,1008.3599853515625
0,25.0,1,8,14.0,25.0,4,1,1,1,2,0,0,0,0,0,0,0,1,0,1,0,75.5,220.60000610351562,0.0,0.0,142.52999877929688,363.1300048828125
0,29.0,1,12,0.0,24.0,0,1,1,1,2,1,1,0,1,1,1,1,1,0,1,0,107.69999694824219,7320.89990234375,0.0,0.0,1632.6800537109375,8953.580078125
1,46.0,0,7,7.0,33.0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,112.5999984741211,8126.64990234375,0.0,0.0,1245.5999755859375,9372.25
1,52.0,0,19,1.0,28.0,1,1,0,1,2,0,1,0,1,1,1,1,1,1,0,0,100.0,1888.6500244140625,0.0,0.0,835.0499877929688,2723.699951171875
0,19.0,1,18,9.0,9.0,1,1,0,1,2,0,0,0,0,1,0,0,0,0,1,1,80.0,1706.449951171875,0.0,50.0,992.2000122070312,2748.64990234375
0,34.0,1,0,2.0,30.0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,64.0,370.25,0.0,0.0,223.89999389648438,594.1500244140625
0,28.0,0,17,14.0,18.0,1,1,0,1,2,0,0,0,0,0,1,1,1,0,1,0,80.9000015258789,1152.800048828125,0.0,0.0,563.0800170898438,1715.8800048828125
0,52.0,1,18,0.0,33.0,4,1,1,1,2,0,0,0,0,1,1,1,1,0,1,0,96.5999984741211,291.8999938964844,0.0,0.0,29.850000381469727,321.75
1,30.0,0,19,10.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,45.79999923706055,436.20001220703125,0.0,0.0,154.5,590.7000122070312
0,34.0,1,21,13.0,8.0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,24.299999237060547,821.5999755859375,0.0,0.0,660.0999755859375,1481.699951171875
0,37.0,0,15,6.0,21.0,3,1,1,1,2,0,0,0,0,1,1,1,1,0,1,0,92.55000305175781,1515.0999755859375,0.0,0.0,301.07000732421875,1816.1700439453125
0,44.0,0,5,1.0,36.0,1,1,0,1,2,0,1,0,0,1,0,0,0,0,1,0,86.0999984741211,2723.75,0.0,130.0,853.1199951171875,3706.8701171875
1,32.0,0,2,8.0,24.0,3,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,19.799999237060547,344.5,0.0,0.0,249.47000122070312,593.969970703125
1,76.0,0,21,2.0,33.0,2,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,76.05000305175781,2747.199951171875,0.0,0.0,496.6499938964844,3243.85009765625
0,34.0,1,13,10.0,7.0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,19.399999618530273,374.5,0.0,0.0,455.6000061035156,830.0999755859375
0,37.0,1,16,9.0,21.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,49.400001525878906,3251.85009765625,0.0,0.0,3175.260009765625,6427.10986328125
0,20.0,1,12,3.0,3.0,2,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,77.19999694824219,2753.800048828125,0.0,0.0,183.25999450683594,2937.06005859375
0,36.0,1,15,10.0,18.0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,19.600000381469727,93.44999694824219,0.0,0.0,116.55999755859375,210.00999450683594
1,59.0,1,15,7.0,5.0,1,1,1,1,2,0,1,0,0,0,0,0,1,0,0,0,81.4000015258789,3775.85009765625,0.0,0.0,71.55000305175781,3847.39990234375
1,47.0,0,21,4.0,3.0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,78.75,3942.449951171875,0.0,0.0,1688.5799560546875,5631.02978515625
1,51.0,1,9,5.0,11.0,1,1,1,1,0,1,1,1,1,0,0,0,1,2,1,0,67.80000305175781,4804.64990234375,0.0,0.0,1117.43994140625,5922.08984375
1,57.0,0,9,9.0,28.0,1,1,0,1,2,0,0,1,0,0,1,1,1,0,0,0,84.80000305175781,888.75,0.0,0.0,336.2699890136719,1225.02001953125
1,57.0,1,12,3.0,10.0,4,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,29.950000762939453,29.950000762939453,0.0,0.0,0.0,29.950000762939453
0,50.0,0,12,2.0,19.0,1,1,1,1,2,0,1,1,0,1,0,0,1,0,1,0,93.4000015258789,3756.39990234375,4.179999828338623,0.0,113.19999694824219,3865.419921875
1,25.0,0,21,12.0,5.0,1,1,1,1,2,0,1,0,0,1,1,1,1,0,1,1,99.8499984741211,1992.550048828125,0.0,0.0,522.0599975585938,2514.610107421875
0,79.0,1,4,5.0,6.0,1,1,0,1,2,1,1,1,0,0,0,0,1,1,1,1,82.94999694824219,4903.14990234375,0.0,0.0,248.38999938964844,5151.5400390625
0,48.0,1,2,13.0,35.0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,19.850000381469727,573.0499877929688,0.0,0.0,165.00999450683594,738.0599975585938
0,44.0,0,7,2.0,31.0,1,1,0,1,2,0,0,0,0,1,1,1,1,0,0,0,89.30000305175781,577.5999755859375,0.0,0.0,15.600000381469727,593.2000122070312
1,72.0,0,21,15.0,16.0,3,1,0,1,2,0,0,0,0,0,0,0,1,2,1,0,70.19999694824219,834.7000122070312,0.0,0.0,268.6199951171875,1103.3199462890625
1,38.0,0,4,13.0,3.0,1,1,1,1,0,0,1,1,1,1,1,1,1,2,1,1,85.44999694824219,6227.5,0.0,0.0,2242.800048828125,8470.2998046875
1,59.0,0,21,0.0,12.0,3,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,45.650001525878906,985.0499877929688,0.0,0.0,410.9700012207031,1396.02001953125
1,59.0,0,13,2.0,19.0,3,1,1,1,2,0,0,1,0,0,0,0,1,0,1,2,78.0,851.7999877929688,0.0,0.0,518.3200073242188,1370.1199951171875
0,56.0,1,13,6.0,21.0,1,1,1,1,2,1,0,1,0,0,1,1,1,0,1,0,94.4000015258789,4014.60009765625,0.0,0.0,1728.719970703125,5743.31982421875
0,41.0,1,6,9.0,14.0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,23.299999237060547,797.0999755859375,0.0,0.0,228.1999969482422,1025.300048828125
0,60.0,0,10,10.0,11.0,1,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,87.5999984741211,2724.25,0.0,70.0,1268.52001953125,4062.77001953125
0,35.0,1,16,12.0,29.0,4,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,21.0,21.0,0.0,0.0,16.65999984741211,37.65999984741211
0,80.0,0,7,5.0,8.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,-10.0,840.0999755859375,0.0,0.0,0.0,840.0999755859375
1,48.0,1,21,5.0,6.0,1,1,0,1,2,0,0,0,0,1,0,0,1,0,1,1,77.94999694824219,3384.0,0.0,0.0,1428.8399658203125,4812.83984375
0,70.0,0,17,5.0,5.0,1,1,0,1,2,0,0,0,0,0,0,0,1,1,1,0,70.6500015258789,3545.050048828125,0.0,0.0,604.7999877929688,4149.85009765625
0,20.0,0,9,3.0,9.0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,54.20000076293945,308.25,0.0,0.0,18.049999237060547,326.29998779296875
0,59.0,1,6,4.0,13.0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,2,18.700000762939453,1005.7000122070312,0.0,0.0,546.9600219726562,1552.6600341796875
0,60.0,0,0,6.0,20.0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,85.44999694824219,6300.85009765625,0.0,0.0,1662.1099853515625,7962.9599609375
0,71.0,1,5,4.0,31.0,1,1,1,1,2,1,1,1,0,1,1,1,1,0,1,0,113.19999694824219,4689.5,0.0,0.0,1145.949951171875,5835.4501953125
1,24.0,0,19,13.0,12.0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,0,1,24.649999618530273,1574.5,0.0,0.0,1821.9599609375,3396.4599609375
0,40.0,0,5,1.0,15.0,1,1,1,0,2,0,0,0,0,0,0,0,0,2,1,0,26.0,2006.949951171875,0.0,0.0,990.5,2997.449951171875
0,32.0,0,13,6.0,27.0,1,1,1,1,2,0,0,0,0,1,0,0,1,0,1,0,84.94999694824219,1378.25,0.0,0.0,109.12000274658203,1487.3699951171875
1,53.0,0,3,6.0,2.0,0,1,1,1,2,0,1,1,0,1,1,1,1,1,1,0,105.69999694824219,7472.14990234375,0.0,0.0,2066.81005859375,9538.9599609375
0,37.0,0,12,9.0,20.0,3,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,49.95000076293945,810.2000122070312,0.0,0.0,0.0,810.2000122070312
0,64.0,1,11,2.0,34.0,1,1,1,1,2,1,0,0,0,0,1,0,1,2,1,1,90.5,2595.85009765625,0.0,0.0,121.19999694824219,2717.050048828125
0,44.0,0,9,11.0,36.0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,44.95000076293945,996.8499755859375,25.84000015258789,40.0,0.0,1011.010009765625
0,65.0,0,0,4.0,15.0,2,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,40.20000076293945,1478.8499755859375,0.0,0.0,0.0,1478.8499755859375
0,41.0,1,8,13.0,35.0,3,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,59.0,1254.699951171875,0.0,0.0,1087.4599609375,2342.159912109375
0,78.0,1,18,8.0,5.0,1,1,1,1,2,0,0,1,0,0,0,0,1,1,1,0,81.5999984741211,2815.25,0.0,0.0,145.60000610351562,2960.85009765625
0,32.0,0,2,8.0,28.0,0,1,0,1,1,1,1,1,0,0,1,1,1,2,0,1,68.75,4888.2001953125,0.0,0.0,887.0399780273438,5775.240234375
0,68.0,1,12,4.0,17.0,3,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,55.0,757.0999755859375,0.0,0.0,257.8500061035156,1014.9500122070312
0,23.0,1,6,12.0,5.0,1,1,1,1,2,0,0,0,1,0,1,1,1,0,1,0,89.55000305175781,2259.35009765625,0.0,0.0,433.67999267578125,2693.030029296875
0,58.0,0,17,2.0,9.0,4,1,0,1,2,0,0,0,0,1,0,0,0,0,1,0,79.5,79.5,0.0,0.0,48.970001220703125,128.47000122070312
0,62.0,1,7,3.0,25.0,4,1,0,1,2,0,0,0,0,1,1,1,1,0,1,0,89.5,573.2999877929688,0.0,0.0,287.5199890136719,860.8200073242188
1,57.0,1,17,13.0,5.0,0,1,1,1,2,1,1,1,0,1,1,1,1,1,1,0,109.5999984741211,7854.14990234375,0.0,0.0,3501.719970703125,11355.8701171875
0,23.0,1,7,3.0,10.0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,19.700000762939453,599.25,49.790000915527344,0.0,385.5,934.9600219726562
0,63.0,1,10,15.0,8.0,4,1,0,1,2,0,0,1,0,0,1,1,1,0,1,2,-5.0,178.6999969482422,0.0,0.0,48.099998474121094,226.8000030517578
0,71.0,1,11,12.0,1.0,1,1,0,1,2,0,1,0,0,1,1,0,1,1,0,1,95.25,4424.2001953125,0.0,0.0,281.9800109863281,4706.18017578125
0,34.0,0,17,9.0,23.0,3,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,20.100000381469727,296.1499938964844,0.0,0.0,330.3999938964844,626.5499877929688
0,34.0,0,5,1.0,36.0,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,83.5999984741211,5959.2998046875,0.0,0.0,924.47998046875,6883.77978515625
1,25.0,0,2,13.0,27.0,1,1,0,1,2,0,1,1,1,1,1,1,1,1,1,0,105.0,5426.85009765625,0.0,0.0,2563.080078125,7989.93017578125
1,40.0,1,14,13.0,27.0,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,57.95000076293945,3042.25,0.0,0.0,1759.6800537109375,4801.93017578125
1,52.0,0,11,15.0,21.0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,21.450000762939453,705.4500122070312,0.0,0.0,602.0,1307.449951171875
0,54.0,0,17,4.0,32.0,1,1,1,1,2,0,0,0,0,1,1,1,1,0,1,0,96.0,174.8000030517578,0.0,0.0,96.68000030517578,271.4800109863281
0,45.0,0,17,9.0,35.0,1,1,0,1,1,1,0,1,1,1,1,1,1,2,1,1,82.0,5999.85009765625,0.0,0.0,2713.6201171875,8713.4697265625
0,82.0,0,8,1.0,12.0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,60.650001525878906,3975.89990234375,0.0,0.0,2757.39990234375,6733.2998046875
0,76.0,0,18,7.0,5.0,4,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,69.5999984741211,69.5999984741211,0.0,0.0,34.5099983215332,104.11000061035156
1,47.0,1,18,1.0,21.0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,33.900001525878906,298.45001220703125,0.0,0.0,0.0,298.45001220703125
0,63.0,1,7,2.0,21.0,0,1,0,1,0,1,1,1,1,0,1,1,0,2,1,0,74.3499984741211,5237.39990234375,0.0,50.0,1239.1199951171875,6526.52001953125
1,57.0,0,9,13.0,19.0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,19.299999237060547,28.299999237060547,0.0,0.0,31.579999923706055,59.880001068115234
0,49.0,1,17,2.0,36.0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,64.44999694824219,4528.0,0.0,0.0,0.0,4528.0
